期刊名称,简称,CCF等级,CCF领域,中科院大类,中科院大类分区,中科院 Top,WOS索引,中科院小类分区,特殊标注,数据来源,JCR类别,JCR影响因子2024,JCR分区2024
IEEE Transactions on Services Computing,TSC,A,软件工程/系统软件/程序设计语言,计算机科学,2区,是,SCIE,"COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程::1区 [8/131] | COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::2区 [23/249]",,中科院2025|CCF2026|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE)",5.8,Q1
IEEE Transactions on Signal and Information Processing over Networks,,,,计算机科学,3区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::3区 [94/352] | TELECOMMUNICATIONS 电信学::3区 [32/119]",,中科院2025|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);TELECOMMUNICATIONS(SCIE)",4.9,Q1
IEEE TRANSACTIONS ON SIGNAL PROCESSING,,,,工程技术,2区,是,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::2区 [49/352]",,中科院2025|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE)",5.8,Q1
IEEE Transactions on Smart Grid,,,,工程技术,1区,是,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::1区 [15/352]",,中科院2025|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE)",9.8,Q1
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,TSE,A,软件工程/系统软件/程序设计语言,计算机科学,1区,是,SCIE,"COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程::1区 [5/131] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::1区 [17/352]",,中科院2025|CCF2026|JCR2024,"COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE)",5.6,Q1
IEEE Transactions on Sustainable Computing,TSUSC,C,计算机体系结构/并行与分布计算/存储系统,计算机科学,3区,否,SCIE,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE 计算机：硬件::3区 [27/58] | COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::3区 [89/249] | TELECOMMUNICATIONS 电信学::3区 [45/119]",,中科院2025|CCF2026|JCR2024,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE(SCIE);COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);TELECOMMUNICATIONS(SCIE)",3.9,Q1
IEEE Transactions on Sustainable Energy,,,,工程技术,1区,是,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::1区 [14/352] | ENERGY & FUELS 能源与燃料::2区 [21/171] | GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY 绿色可持续发展技术::2区 [8/91]",,中科院2025,,,
IEEE Transactions on Systems Man Cybernetics-Systems,,,,计算机科学,1区,是,SCIE,"AUTOMATION & CONTROL SYSTEMS 自动化与控制系统::1区 [6/83] | COMPUTER SCIENCE, CYBERNETICS 计算机：控制论::1区 [2/32]",,中科院2025|JCR2024,"AUTOMATION & CONTROL SYSTEMS(SCIE);COMPUTER SCIENCE, CYBERNETICS(SCIE)",8.7,Q1
"IEEE Transactions on Systems, Man,and Cybernetics: Systems",TSMC,B,人机交互与普适计算,,,,,,,CCF2026,,,
IEEE Transactions on Terahertz Science and Technology,,,,工程技术,2区,否,SCIE,"OPTICS 光学::2区 [23/119] | PHYSICS, APPLIED 物理：应用::2区 [38/178] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::3区 [83/352]",,中科院2025,,,
IEEE Transactions on Transportation Electrification,,,,工程技术,1区,是,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::1区 [18/352] | TRANSPORTATION SCIENCE & TECHNOLOGY 运输科技::2区 [7/71]",,中科院2025,,,
IEEE TRANSACTIONS ON ULTRASONICS FERROELECTRICS AND FREQUENCY CONTROL,,,,工程技术,3区,否,SCIE,"ACOUSTICS 声学::3区 [10/40] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::3区 [122/352]",,中科院2025,,,
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,,,,计算机科学,2区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::2区 [45/352] | TELECOMMUNICATIONS 电信学::2区 [15/119] | TRANSPORTATION SCIENCE & TECHNOLOGY 运输科技::3区 [15/71]",,中科院2025|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);TELECOMMUNICATIONS(SCIE);TRANSPORTATION SCIENCE & TECHNOLOGY(SCIE)",7.1,Q1
IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,TVLSI,B,计算机体系结构/并行与分布计算/存储系统,工程技术,2区,否,SCIE,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE 计算机：硬件::2区 [10/58] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::3区 [80/352]",,中科院2025|CCF2026|JCR2024,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE)",3.1,Q2
IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,TVCG,A,计算机图形学与多媒体,计算机科学,2区,是,SCIE,"COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程::1区 [7/131]",,中科院2025|CCF2026|JCR2024,"COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE)",6.5,Q1
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,TWC,B,计算机网络,计算机科学,1区,是,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::1区 [19/352] | TELECOMMUNICATIONS 电信学::1区 [5/119]",,中科院2025|CCF2026|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);TELECOMMUNICATIONS(SCIE)",10.7,Q1
IEEE Vehicular Technology Magazine,,,,计算机科学,3区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::3区 [85/352] | TELECOMMUNICATIONS 电信学::3区 [29/119] | TRANSPORTATION SCIENCE & TECHNOLOGY 运输科技::3区 [22/71]",,中科院2025|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);TELECOMMUNICATIONS(SCIE);TRANSPORTATION SCIENCE & TECHNOLOGY(SCIE)",7.2,Q1
IEEE WIRELESS COMMUNICATIONS,,,,计算机科学,2区,否,SCIE,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE 计算机：硬件::1区 [2/58] | COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::2区 [21/249] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::2区 [38/352] | TELECOMMUNICATIONS 电信学::2区 [11/119]",,中科院2025|JCR2024,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE(SCIE);COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);TELECOMMUNICATIONS(SCIE)",11.5,Q1
IEEE Wireless Communications Letters,,,,计算机科学,3区,否,SCIE,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::3区 [64/249] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::3区 [91/352] | TELECOMMUNICATIONS 电信学::3区 [31/119]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);TELECOMMUNICATIONS(SCIE)",5.5,Q1
IEEE-ACM Transactions on Audio Speech and Language Processing,,,,计算机科学,2区,否,SCIE,"ACOUSTICS 声学::1区 [3/40] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::2区 [42/352]",,中科院2025,,,
IEEE-ACM TRANSACTIONS ON NETWORKING,,,,计算机科学,3区,否,SCIE,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE 计算机：硬件::3区 [25/58] | COMPUTER SCIENCE, THEORY & METHODS 计算机：理论方法::3区 [42/143] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::3区 [125/352] | TELECOMMUNICATIONS 电信学::3区 [44/119]",,中科院2025|JCR2024,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE(SCIE);COMPUTER SCIENCE, THEORY & METHODS(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);TELECOMMUNICATIONS(SCIE)",3.6,Q1
IEEE-ASME TRANSACTIONS ON MECHATRONICS,,,,工程技术,1区,是,SCIE,"ENGINEERING, MECHANICAL 工程：机械::1区 [9/181] | AUTOMATION & CONTROL SYSTEMS 自动化与控制系统::2区 [8/83] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::2区 [27/352] | ENGINEERING, MANUFACTURING 工程：制造::2区 [10/70]",,中科院2025|JCR2024,"AUTOMATION & CONTROL SYSTEMS(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);ENGINEERING, MANUFACTURING(SCIE);ENGINEERING, MECHANICAL(SCIE)",7.3,Q1
IEEE-CAA Journal of Automatica Sinica,,,,计算机科学,1区,是,SCIE,AUTOMATION & CONTROL SYSTEMS 自动化与控制系统::1区 [3/83],,中科院2025|JCR2024,AUTOMATION & CONTROL SYSTEMS(SCIE),19.2,Q1
IEEE/ACM Transactions on Computational Biology and Bioinformatics,TCBB,B,交叉/综合/新兴,,,,,,,CCF2026|JCR2024,"BIOCHEMICAL RESEARCH METHODS(SCIE);COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(SCIE);MATHEMATICS, INTERDISCIPLINARY APPLICATIONS(SCIE);STATISTICS & PROBABILITY(SCIE)",3.4,Q1
IEEJ Journal of Industry Applications,,,,工程技术,4区,否,ESCI,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [285/352]",,中科院2025,,,
IEEJ Transactions on Electrical and Electronic Engineering,,,,工程技术,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [299/352]",,中科院2025,,,
IEICE Communications Express,,,,工程技术,4区,否,ESCI,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [342/352]",,中科院2025|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(ESCI)",0.3,Q4
IEICE Electronics Express,,,,工程技术,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [287/352]",,中科院2025,,,
IEICE TRANSACTIONS ON COMMUNICATIONS,,,,计算机科学,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [300/352] | TELECOMMUNICATIONS 电信学::4区 [105/119]",,中科院2025|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);TELECOMMUNICATIONS(SCIE)",0.6,Q4
IEICE TRANSACTIONS ON ELECTRONICS,,,,工程技术,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [315/352]",,中科院2025,,,
IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,,,,计算机科学,4区,否,SCIE,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE 计算机：硬件::4区 [56/58] | COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [223/249] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [320/352]",,中科院2025|JCR2024,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE(SCIE);COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE)",0.4,Q4
IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,,,,计算机科学,4区,否,SCIE,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [214/249] | COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程::4区 [122/131]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE)",0.8,Q4
iEnergy,,,,工程技术,4区,否,ESCI,"Energy & Fuels 能源与燃料::4区 [169/171] | Engineering, Electrical & Electronic 工程：电子与电气::4区 [352/352]",中国SCI期刊支持计划,中科院2025,,,
IET Biometrics,,,,计算机科学,4区,否,SCIE,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE 计算机：人工智能::4区 [143/196]",,中科院2025|JCR2024,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE)",1.8,Q3
IET Circuits Devices & Systems,,,,工程技术,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [257/352]",,中科院2025|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE)",1.2,Q4
IET Collaborative Intelligent Manufacturing,,,,工程技术,4区,否,ESCI,"ENGINEERING, INDUSTRIAL 工程：工业::4区 [59/70] | ENGINEERING, MANUFACTURING 工程：制造::4区 [59/70]",,中科院2025,,,
IET Communications,,C,计算机网络,计算机科学,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [251/352]",,中科院2025|CCF2026|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE)",1.6,Q3
IET Computer Vision,IET-CVI,C,人工智能,计算机科学,4区,否,SCIE,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE 计算机：人工智能::4区 [164/196] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [269/352]",,中科院2025|CCF2026|JCR2024,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE)",1.3,Q4
IET Computers and Digital Techniques,,,,计算机科学,4区,否,SCIE,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE 计算机：硬件::4区 [37/58] | COMPUTER SCIENCE, THEORY & METHODS 计算机：理论方法::4区 [79/143]",,中科院2025|JCR2024,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE(SCIE);COMPUTER SCIENCE, THEORY & METHODS(SCIE)",0.8,Q4
IET Control Theory and Applications,,,,计算机科学,4区,否,SCIE,"AUTOMATION & CONTROL SYSTEMS 自动化与控制系统::4区 [49/83] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [208/352] | INSTRUMENTS & INSTRUMENTATION 仪器仪表::4区 [38/76]",,中科院2025|JCR2024,"AUTOMATION & CONTROL SYSTEMS(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);INSTRUMENTS & INSTRUMENTATION(SCIE)",2.3,Q2
IET Cyber-Physical Systems: Theory & Applications,,,,计算机科学,4区,否,ESCI,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [191/249] | COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS 计算机：跨学科应用::4区 [143/172] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [259/352]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(ESCI);COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(ESCI);ENGINEERING, ELECTRICAL & ELECTRONIC(ESCI)",0.8,Q4
IET Cyber-systems and Robotics,,,,计算机科学,4区,否,ESCI,"AUTOMATION & CONTROL SYSTEMS 自动化与控制系统::4区 [67/83] | COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE 计算机：人工智能::4区 [161/196] | COMPUTER SCIENCE, CYBERNETICS 计算机：控制论::4区 [25/32] | ROBOTICS 机器人学::4区 [34/47]",,中科院2025|JCR2024,"AUTOMATION & CONTROL SYSTEMS(ESCI);COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(ESCI);ROBOTICS(ESCI)",1.2,Q4
IET Electric Power Applications,,,,工程技术,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [220/352]",,中科院2025,,,
IET Electrical Systems in Transportation,,,,工程技术,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [224/352] | TRANSPORTATION SCIENCE & TECHNOLOGY 运输科技::4区 [42/71]",,中科院2025,,,
IET Energy Systems Integration,,,,工程技术,4区,否,ESCI,"ENERGY & FUELS 能源与燃料::4区 [147/171] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [309/352]",,中科院2025,,,
IET Generation Transmission & Distribution,,,,工程技术,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [228/352]",,中科院2025,,,
IET Image Processing,IET-IPR,C,计算机图形学与多媒体,计算机科学,4区,否,SCIE,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE 计算机：人工智能::4区 [141/196] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [209/352] | IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY 成像科学与照相技术::4区 [25/35]",,中科院2025|CCF2026|JCR2024,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY(SCIE)",2.2,Q3
IET Information Security,,C,网络与信息安全,计算机科学,4区,否,SCIE,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [178/249] | COMPUTER SCIENCE, THEORY & METHODS 计算机：理论方法::4区 [109/143]",,中科院2025|CCF2026|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);COMPUTER SCIENCE, THEORY & METHODS(SCIE)",2.6,Q2
IET Intelligent Transport Systems,,C,交叉/综合/新兴,工程技术,3区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [193/352] | TRANSPORTATION SCIENCE & TECHNOLOGY 运输科技::4区 [36/71]",,中科院2025|CCF2026|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);TRANSPORTATION SCIENCE & TECHNOLOGY(SCIE)",2.5,Q2
IET Microwaves Antennas & Propagation,,,,计算机科学,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [238/352] | TELECOMMUNICATIONS 电信学::4区 [86/119]",,中科院2025|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);TELECOMMUNICATIONS(SCIE)",1.2,Q4
IET Nanobiotechnology,,,,工程技术,4区,否,SCIE,BIOCHEMICAL RESEARCH METHODS 生化研究方法::4区 [53/85] | NANOSCIENCE & NANOTECHNOLOGY 纳米科技::4区 [84/139],,中科院2025,,,
IET Nanodielectrics,,,,工程技术,4区,否,ESCI,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [195/352] | MATERIALS SCIENCE, MULTIDISCIPLINARY 材料科学：综合::4区 [234/436] | NANOSCIENCE & NANOTECHNOLOGY 纳米科技::4区 [82/139]",,中科院2025,,,
IET Networks,,,,计算机科学,4区,否,ESCI,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [201/249]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(ESCI)",1.4,Q3
IET Optoelectronics,,,,计算机科学,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [240/352] | OPTICS 光学::4区 [84/119] | TELECOMMUNICATIONS 电信学::4区 [88/119]",,中科院2025,,,
IET Power Electronics,,,,工程技术,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [230/352]",,中科院2025,,,
IET Radar Sonar and Navigation,,,,计算机科学,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [231/352] | TELECOMMUNICATIONS 电信学::4区 [84/119]",,中科院2025|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);TELECOMMUNICATIONS(SCIE)",1.5,Q3
IET Renewable Power Generation,,,,工程技术,4区,否,SCIE,"ENERGY & FUELS 能源与燃料::4区 [104/171] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [218/352] | GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY 绿色可持续发展技术::4区 [68/91]",,中科院2025,,,
IET Science Measurement & Technology,,,,工程技术,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [239/352]",,中科院2025|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE)",1.3,Q4
IET Signal Processing,,C,人工智能,工程技术,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [274/352]",,中科院2025|CCF2026|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE)",1.4,Q4
IET Smart Grid,,,,工程技术,4区,否,ESCI,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [263/352]",,中科院2025|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(ESCI)",2.7,Q2
IET Software,IETS,B,软件工程/系统软件/程序设计语言,计算机科学,4区,否,SCIE,"COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程::4区 [97/131]",,中科院2025|CCF2026|JCR2024,"COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE)",1.3,Q3
IET Wireless Sensor Systems,,,,计算机科学,4区,否,ESCI,TELECOMMUNICATIONS 电信学::4区 [91/119],,中科院2025|JCR2024,TELECOMMUNICATIONS(ESCI),2.4,Q3
IETE JOURNAL OF RESEARCH,,,,计算机科学,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [278/352] | TELECOMMUNICATIONS 电信学::4区 [98/119]",,中科院2025,,,
IETE TECHNICAL REVIEW,,,,计算机科学,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [244/352] | TELECOMMUNICATIONS 电信学::4区 [89/119]",,中科院2025,,,
IFAC Journal of Systems and Control,,,,计算机科学,4区,否,ESCI,AUTOMATION & CONTROL SYSTEMS 自动化与控制系统::4区 [55/83],,中科院2025|JCR2024,AUTOMATION & CONTROL SYSTEMS(ESCI),1.8,Q3
IISE Transactions,,,,工程技术,3区,否,SCIE,"ENGINEERING, INDUSTRIAL 工程：工业::4区 [41/70] | OPERATIONS RESEARCH & MANAGEMENT SCIENCE 运筹学与管理科学::4区 [57/106]",,中科院2025,,,
IIUM Engineering Journal,,,,工程技术,4区,否,ESCI,"ENGINEERING, MULTIDISCIPLINARY 工程：综合::4区 [149/179]",,中科院2025,,,
IMA Journal of Management Mathematics,,,,工程技术,3区,否,SSCI;SCIE,"MANAGEMENT 管理学::4区 [245/404] | MATHEMATICS, INTERDISCIPLINARY APPLICATIONS 数学跨学科应用::4区 [63/136] | OPERATIONS RESEARCH & MANAGEMENT SCIENCE 运筹学与管理科学::4区 [52/106] | SOCIAL SCIENCES, MATHEMATICAL METHODS 社会科学：数理方法::4区 [35/67]",,中科院2025,,,
IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION,,,,计算机科学,4区,否,SCIE,"AUTOMATION & CONTROL SYSTEMS 自动化与控制系统::4区 [46/83] | MATHEMATICS, APPLIED 应用数学::4区 [200/330]",,中科院2025|JCR2024,"AUTOMATION & CONTROL SYSTEMS(SCIE);MATHEMATICS, APPLIED(SCIE)",1,Q3
Image Analysis & Stereology,,,,计算机科学,4区,否,SCIE,"IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY 成像科学与照相技术::4区 [29/35] | MATHEMATICS, APPLIED 应用数学::4区 [290/330]",,中科院2025|JCR2024,"IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);MATHEMATICS, APPLIED(SCIE)",1,Q3
IMAGE AND VISION COMPUTING,IVC,C,人工智能,计算机科学,3区,否,SCIE,"COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程::2区 [31/131] | COMPUTER SCIENCE, THEORY & METHODS 计算机：理论方法::2区 [26/143] | OPTICS 光学::2区 [26/119] | COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE 计算机：人工智能::3区 [58/196] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::3区 [93/352]",,中科院2025|CCF2026|JCR2024,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE);COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE);COMPUTER SCIENCE, THEORY & METHODS(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);OPTICS(SCIE)",4.2,Q1
Image Processing On Line,,,,计算机科学,4区,否,ESCI,"COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程::4区 [117/131]",,中科院2025|JCR2024,"COMPUTER SCIENCE, SOFTWARE ENGINEERING(ESCI)",0.8,Q4
IMAGING SCIENCE JOURNAL,,,,计算机科学,4区,否,SCIE,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY 成像科学与照相技术::4区 [28/35],,中科院2025|JCR2024,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY(SCIE),1.1,Q4
Indian Chemical Engineer,,,,工程技术,4区,否,ESCI,"ENGINEERING, CHEMICAL 工程：化工::4区 [143/169]",,中科院2025,,,
Indian Geotechnical Journal,,,,工程技术,4区,否,ESCI,"ENGINEERING, GEOLOGICAL 工程：地质::4区 [45/65]",,中科院2025,,,
INDIAN JOURNAL OF CHEMICAL TECHNOLOGY,,,,工程技术,4区,否,SCIE,"CHEMISTRY, APPLIED 应用化学::4区 [69/74] | ENGINEERING, CHEMICAL 工程：化工::4区 [157/169]",,中科院2025,,,
INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES,,,,工程技术,4区,否,SCIE,"ENGINEERING, MULTIDISCIPLINARY 工程：综合::4区 [145/179] | MATERIALS SCIENCE, MULTIDISCIPLINARY 材料科学：综合::4区 [402/436]",,中科院2025,,,
INDIAN JOURNAL OF FIBRE & TEXTILE RESEARCH,,,,工程技术,4区,否,SCIE,"MATERIALS SCIENCE, TEXTILES 材料科学：纺织::4区 [23/30]",,中科院2025,,,
INDOOR AND BUILT ENVIRONMENT,,,,工程技术,3区,否,SCIE,"CONSTRUCTION & BUILDING TECHNOLOGY 结构与建筑技术::3区 [24/91] | PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH 公共卫生、环境卫生与职业卫生::3区 [176/404] | ENGINEERING, ENVIRONMENTAL 工程：环境::4区 [37/80]",,中科院2025,,,
Industria Textila,,,,工程技术,4区,否,SCIE,"MATERIALS SCIENCE, TEXTILES 材料科学：纺织::4区 [18/30]",,中科院2025,,,
